n = 1 | d = 1 | goodJ.size() = 0 | err = 0.0
n = 641 | d = 641 | goodJ.size() = 17 | err = 0.48517940717628705
n = 641 | d = 651 | goodJ.size() = 13 | err = 0.49921996879875197
n = 641 | d = 661 | goodJ.size() = 18 | err = 0.5319812792511701
n = 641 | d = 671 | goodJ.size() = 11 | err = 0.5226209048361935
n = 641 | d = 681 | goodJ.size() = 18 | err = 0.49921996879875197
n = 641 | d = 691 | goodJ.size() = 22 | err = 0.5210608424336973
n = 641 | d = 701 | goodJ.size() = 21 | err = 0.48985959438377535
n = 641 | d = 711 | goodJ.size() = 17 | err = 0.4929797191887676
n = 641 | d = 721 | goodJ.size() = 16 | err = 0.483619344773791
n = 641 | d = 731 | goodJ.size() = 19 | err = 0.4960998439937598
n = 641 | d = 741 | goodJ.size() = 27 | err = 0.49453978159126366
n = 641 | d = 751 | goodJ.size() = 17 | err = 0.5101404056162246
n = 641 | d = 761 | goodJ.size() = 20 | err = 0.5085803432137286
n = 641 | d = 771 | goodJ.size() = 17 | err = 0.49765990639625585
n = 641 | d = 781 | goodJ.size() = 19 | err = 0.48985959438377535
n = 641 | d = 791 | goodJ.size() = 25 | err = 0.5023400936037442
n = 641 | d = 801 | goodJ.size() = 22 | err = 0.514820592823713
n = 641 | d = 811 | goodJ.size() = 22 | err = 0.5132605304212169
n = 641 | d = 821 | goodJ.size() = 23 | err = 0.500780031201248
n = 641 | d = 831 | goodJ.size() = 15 | err = 0.46177847113884557
n = 641 | d = 841 | goodJ.size() = 20 | err = 0.4960998439937598
n = 641 | d = 851 | goodJ.size() = 26 | err = 0.5397815912636506
n = 641 | d = 861 | goodJ.size() = 22 | err = 0.47425897035881437
n = 641 | d = 871 | goodJ.size() = 13 | err = 0.47269890795631825
n = 641 | d = 881 | goodJ.size() = 21 | err = 0.500780031201248
n = 641 | d = 891 | goodJ.size() = 22 | err = 0.5085803432137286
n = 641 | d = 901 | goodJ.size() = 28 | err = 0.5117004680187207
n = 641 | d = 911 | goodJ.size() = 17 | err = 0.47425897035881437
n = 641 | d = 921 | goodJ.size() = 21 | err = 0.48205928237129486
n = 641 | d = 931 | goodJ.size() = 19 | err = 0.48517940717628705
n = 641 | d = 941 | goodJ.size() = 23 | err = 0.4789391575663027
n = 641 | d = 951 | goodJ.size() = 27 | err = 0.4711388455538222
n = 641 | d = 961 | goodJ.size() = 27 | err = 0.5210608424336973
n = 641 | d = 971 | goodJ.size() = 26 | err = 0.4789391575663027
n = 641 | d = 981 | goodJ.size() = 23 | err = 0.5366614664586584
n = 641 | d = 991 | goodJ.size() = 25 | err = 0.5257410296411856
n = 651 | d = 1 | goodJ.size() = 0 | err = 0.500768049155146
n = 651 | d = 11 | goodJ.size() = 1 | err = 0.5069124423963134
n = 651 | d = 21 | goodJ.size() = 0 | err = 0.4731182795698925
n = 651 | d = 31 | goodJ.size() = 1 | err = 0.5099846390168971
n = 651 | d = 41 | goodJ.size() = 3 | err = 0.5084485407066052
n = 651 | d = 51 | goodJ.size() = 3 | err = 0.5422427035330261
n = 651 | d = 61 | goodJ.size() = 1 | err = 0.5192012288786483
n = 651 | d = 71 | goodJ.size() = 3 | err = 0.4807987711213518
n = 651 | d = 81 | goodJ.size() = 0 | err = 0.500768049155146
n = 651 | d = 91 | goodJ.size() = 2 | err = 0.5161290322580645
n = 651 | d = 101 | goodJ.size() = 4 | err = 0.500768049155146
n = 651 | d = 111 | goodJ.size() = 2 | err = 0.4869431643625192
n = 651 | d = 121 | goodJ.size() = 1 | err = 0.45161290322580644
n = 651 | d = 131 | goodJ.size() = 1 | err = 0.5192012288786483
n = 651 | d = 141 | goodJ.size() = 1 | err = 0.49923195084485406
n = 651 | d = 151 | goodJ.size() = 2 | err = 0.5023041474654378
n = 651 | d = 161 | goodJ.size() = 3 | err = 0.5023041474654378
n = 651 | d = 171 | goodJ.size() = 2 | err = 0.46543778801843316
n = 651 | d = 181 | goodJ.size() = 4 | err = 0.4823348694316436
n = 651 | d = 191 | goodJ.size() = 3 | err = 0.5207373271889401
n = 651 | d = 201 | goodJ.size() = 3 | err = 0.5084485407066052
n = 651 | d = 211 | goodJ.size() = 2 | err = 0.5284178187403994
n = 651 | d = 221 | goodJ.size() = 4 | err = 0.5038402457757296
n = 651 | d = 231 | goodJ.size() = 3 | err = 0.5053763440860215
n = 651 | d = 241 | goodJ.size() = 1 | err = 0.45161290322580644
n = 651 | d = 251 | goodJ.size() = 5 | err = 0.4700460829493088
n = 651 | d = 261 | goodJ.size() = 5 | err = 0.5176651305683564
n = 651 | d = 271 | goodJ.size() = 7 | err = 0.4946236559139785
n = 651 | d = 281 | goodJ.size() = 7 | err = 0.4792626728110599
n = 651 | d = 291 | goodJ.size() = 4 | err = 0.4700460829493088
n = 651 | d = 301 | goodJ.size() = 2 | err = 0.5376344086021505
n = 651 | d = 311 | goodJ.size() = 6 | err = 0.49615975422427033
n = 651 | d = 321 | goodJ.size() = 6 | err = 0.49615975422427033
n = 651 | d = 331 | goodJ.size() = 7 | err = 0.5099846390168971
n = 651 | d = 341 | goodJ.size() = 8 | err = 0.5253456221198156
n = 651 | d = 351 | goodJ.size() = 10 | err = 0.5099846390168971
n = 651 | d = 361 | goodJ.size() = 5 | err = 0.5161290322580645
n = 651 | d = 371 | goodJ.size() = 8 | err = 0.5084485407066052
n = 651 | d = 381 | goodJ.size() = 9 | err = 0.5023041474654378
n = 651 | d = 391 | goodJ.size() = 10 | err = 0.4946236559139785
n = 651 | d = 401 | goodJ.size() = 7 | err = 0.5145929339477726
n = 651 | d = 411 | goodJ.size() = 9 | err = 0.48540706605222733
n = 651 | d = 421 | goodJ.size() = 9 | err = 0.4946236559139785
n = 651 | d = 431 | goodJ.size() = 10 | err = 0.4685099846390169
n = 651 | d = 441 | goodJ.size() = 7 | err = 0.4976958525345622
n = 651 | d = 451 | goodJ.size() = 10 | err = 0.5130568356374808
n = 651 | d = 461 | goodJ.size() = 16 | err = 0.44239631336405527
n = 651 | d = 471 | goodJ.size() = 10 | err = 0.5145929339477726
n = 651 | d = 481 | goodJ.size() = 10 | err = 0.5023041474654378
n = 651 | d = 491 | goodJ.size() = 11 | err = 0.47465437788018433
n = 651 | d = 501 | goodJ.size() = 13 | err = 0.5038402457757296
n = 651 | d = 511 | goodJ.size() = 14 | err = 0.5453149001536098
n = 651 | d = 521 | goodJ.size() = 10 | err = 0.4807987711213518
n = 651 | d = 531 | goodJ.size() = 10 | err = 0.5038402457757296
n = 651 | d = 541 | goodJ.size() = 11 | err = 0.5314900153609831
n = 651 | d = 551 | goodJ.size() = 5 | err = 0.500768049155146
n = 651 | d = 561 | goodJ.size() = 14 | err = 0.5407066052227343
n = 651 | d = 571 | goodJ.size() = 10 | err = 0.5468509984639017
n = 651 | d = 581 | goodJ.size() = 10 | err = 0.5145929339477726
n = 651 | d = 591 | goodJ.size() = 10 | err = 0.46697388632872505
n = 651 | d = 601 | goodJ.size() = 14 | err = 0.5207373271889401
n = 651 | d = 611 | goodJ.size() = 18 | err = 0.4838709677419355
n = 651 | d = 621 | goodJ.size() = 18 | err = 0.5069124423963134
n = 651 | d = 631 | goodJ.size() = 15 | err = 0.5161290322580645
n = 651 | d = 641 | goodJ.size() = 13 | err = 0.49923195084485406
n = 651 | d = 651 | goodJ.size() = 7 | err = 0.500768049155146
n = 651 | d = 661 | goodJ.size() = 12 | err = 0.4715821812596006
n = 651 | d = 671 | goodJ.size() = 17 | err = 0.5161290322580645
n = 651 | d = 681 | goodJ.size() = 20 | err = 0.522273425499232
n = 651 | d = 691 | goodJ.size() = 9 | err = 0.49923195084485406
n = 651 | d = 701 | goodJ.size() = 13 | err = 0.4792626728110599
n = 651 | d = 711 | goodJ.size() = 10 | err = 0.533026113671275
n = 651 | d = 721 | goodJ.size() = 22 | err = 0.46390168970814133
n = 651 | d = 731 | goodJ.size() = 15 | err = 0.5084485407066052
n = 651 | d = 741 | goodJ.size() = 16 | err = 0.47772657450076805
n = 651 | d = 751 | goodJ.size() = 15 | err = 0.5422427035330261
n = 651 | d = 761 | goodJ.size() = 12 | err = 0.511520737327189
n = 651 | d = 771 | goodJ.size() = 17 | err = 0.49001536098310294
n = 651 | d = 781 | goodJ.size() = 15 | err = 0.49615975422427033
n = 651 | d = 791 | goodJ.size() = 12 | err = 0.4608294930875576
n = 651 | d = 801 | goodJ.size() = 12 | err = 0.522273425499232
n = 651 | d = 811 | goodJ.size() = 13 | err = 0.5161290322580645
n = 651 | d = 821 | goodJ.size() = 22 | err = 0.5253456221198156
n = 651 | d = 831 | goodJ.size() = 19 | err = 0.47619047619047616
n = 651 | d = 841 | goodJ.size() = 20 | err = 0.49615975422427033
n = 651 | d = 851 | goodJ.size() = 14 | err = 0.4869431643625192
n = 651 | d = 861 | goodJ.size() = 12 | err = 0.5161290322580645
n = 651 | d = 871 | goodJ.size() = 26 | err = 0.48847926267281105
n = 651 | d = 881 | goodJ.size() = 11 | err = 0.4915514592933948
n = 651 | d = 891 | goodJ.size() = 14 | err = 0.5299539170506913
n = 651 | d = 901 | goodJ.size() = 15 | err = 0.47772657450076805
n = 651 | d = 911 | goodJ.size() = 18 | err = 0.500768049155146
n = 651 | d = 921 | goodJ.size() = 20 | err = 0.5207373271889401
n = 651 | d = 931 | goodJ.size() = 19 | err = 0.48847926267281105
n = 651 | d = 941 | goodJ.size() = 19 | err = 0.5176651305683564
n = 651 | d = 951 | goodJ.size() = 16 | err = 0.49923195084485406
n = 651 | d = 961 | goodJ.size() = 27 | err = 0.5192012288786483
n = 651 | d = 971 | goodJ.size() = 14 | err = 0.5069124423963134
n = 651 | d = 981 | goodJ.size() = 19 | err = 0.4577572964669739
n = 651 | d = 991 | goodJ.size() = 17 | err = 0.500768049155146
n = 661 | d = 1 | goodJ.size() = 0 | err = 0.5537065052950075
n = 661 | d = 11 | goodJ.size() = 0 | err = 0.5068078668683813
n = 661 | d = 21 | goodJ.size() = 0 | err = 0.5370650529500757
n = 661 | d = 31 | goodJ.size() = 1 | err = 0.5249621785173979
n = 661 | d = 41 | goodJ.size() = 0 | err = 0.5068078668683813
n = 661 | d = 51 | goodJ.size() = 0 | err = 0.49773071104387295
n = 661 | d = 61 | goodJ.size() = 1 | err = 0.48714069591527986
n = 661 | d = 71 | goodJ.size() = 2 | err = 0.4659606656580938
n = 661 | d = 81 | goodJ.size() = 2 | err = 0.5385779122541604
n = 661 | d = 91 | goodJ.size() = 1 | err = 0.5083207261724659
n = 661 | d = 101 | goodJ.size() = 2 | err = 0.5249621785173979
n = 661 | d = 111 | goodJ.size() = 3 | err = 0.49016641452344933
n = 661 | d = 121 | goodJ.size() = 3 | err = 0.48714069591527986
n = 661 | d = 131 | goodJ.size() = 6 | err = 0.47503782148260215
n = 661 | d = 141 | goodJ.size() = 4 | err = 0.5083207261724659
n = 661 | d = 151 | goodJ.size() = 1 | err = 0.5204236006051437
n = 661 | d = 161 | goodJ.size() = 4 | err = 0.49167927382753407
n = 661 | d = 171 | goodJ.size() = 3 | err = 0.49773071104387295
n = 661 | d = 181 | goodJ.size() = 4 | err = 0.4599092284417549
n = 661 | d = 191 | goodJ.size() = 0 | err = 0.5098335854765507
n = 661 | d = 201 | goodJ.size() = 2 | err = 0.47806354009077157
n = 661 | d = 211 | goodJ.size() = 5 | err = 0.4947049924357035
n = 661 | d = 221 | goodJ.size() = 3 | err = 0.4795763993948563
n = 661 | d = 231 | goodJ.size() = 15 | err = 0.5279878971255674
n = 661 | d = 241 | goodJ.size() = 8 | err = 0.49167927382753407
n = 661 | d = 251 | goodJ.size() = 8 | err = 0.4962178517397882
n = 661 | d = 261 | goodJ.size() = 2 | err = 0.5022692889561271
n = 661 | d = 271 | goodJ.size() = 4 | err = 0.4735249621785174
n = 661 | d = 281 | goodJ.size() = 8 | err = 0.5325264750378215
n = 661 | d = 291 | goodJ.size() = 8 | err = 0.4720121028744327
n = 661 | d = 301 | goodJ.size() = 8 | err = 0.48714069591527986
n = 661 | d = 311 | goodJ.size() = 7 | err = 0.48714069591527986
n = 661 | d = 321 | goodJ.size() = 3 | err = 0.49319213313161875
n = 661 | d = 331 | goodJ.size() = 8 | err = 0.49924357034795763
n = 661 | d = 341 | goodJ.size() = 6 | err = 0.49319213313161875
n = 661 | d = 351 | goodJ.size() = 2 | err = 0.5264750378214826
n = 661 | d = 361 | goodJ.size() = 3 | err = 0.4826021180030257
n = 661 | d = 371 | goodJ.size() = 10 | err = 0.48714069591527986
n = 661 | d = 381 | goodJ.size() = 12 | err = 0.4947049924357035
n = 661 | d = 391 | goodJ.size() = 11 | err = 0.48714069591527986
n = 661 | d = 401 | goodJ.size() = 11 | err = 0.5431164901664145
n = 661 | d = 411 | goodJ.size() = 9 | err = 0.4947049924357035
n = 661 | d = 421 | goodJ.size() = 10 | err = 0.5143721633888049
n = 661 | d = 431 | goodJ.size() = 7 | err = 0.518910741301059
n = 661 | d = 441 | goodJ.size() = 10 | err = 0.48411497730711045
n = 661 | d = 451 | goodJ.size() = 9 | err = 0.5052950075642966
n = 661 | d = 461 | goodJ.size() = 11 | err = 0.49924357034795763
n = 661 | d = 471 | goodJ.size() = 3 | err = 0.5098335854765507
n = 661 | d = 481 | goodJ.size() = 8 | err = 0.5068078668683813
n = 661 | d = 491 | goodJ.size() = 11 | err = 0.4947049924357035
n = 661 | d = 501 | goodJ.size() = 9 | err = 0.5083207261724659
n = 661 | d = 511 | goodJ.size() = 13 | err = 0.45537065052950076
n = 661 | d = 521 | goodJ.size() = 16 | err = 0.49016641452344933
n = 661 | d = 531 | goodJ.size() = 5 | err = 0.46898638426626327
n = 661 | d = 541 | goodJ.size() = 15 | err = 0.5279878971255674
n = 661 | d = 551 | goodJ.size() = 9 | err = 0.49167927382753407
n = 661 | d = 561 | goodJ.size() = 7 | err = 0.5052950075642966
n = 661 | d = 571 | goodJ.size() = 16 | err = 0.5098335854765507
n = 661 | d = 581 | goodJ.size() = 13 | err = 0.49016641452344933
n = 661 | d = 591 | goodJ.size() = 13 | err = 0.47049924357034795
n = 661 | d = 601 | goodJ.size() = 12 | err = 0.4826021180030257
n = 661 | d = 611 | goodJ.size() = 13 | err = 0.49016641452344933
n = 661 | d = 621 | goodJ.size() = 10 | err = 0.49924357034795763
n = 661 | d = 631 | goodJ.size() = 14 | err = 0.5037821482602118
n = 661 | d = 641 | goodJ.size() = 13 | err = 0.47655068078668683
n = 661 | d = 651 | goodJ.size() = 11 | err = 0.5310136157337367
n = 661 | d = 661 | goodJ.size() = 16 | err = 0.5143721633888049
n = 661 | d = 671 | goodJ.size() = 12 | err = 0.48411497730711045
n = 661 | d = 681 | goodJ.size() = 13 | err = 0.47806354009077157
n = 661 | d = 691 | goodJ.size() = 19 | err = 0.5037821482602118
n = 661 | d = 701 | goodJ.size() = 16 | err = 0.5022692889561271
n = 661 | d = 711 | goodJ.size() = 19 | err = 0.5007564296520424
n = 661 | d = 721 | goodJ.size() = 15 | err = 0.5310136157337367
n = 661 | d = 731 | goodJ.size() = 14 | err = 0.5068078668683813
n = 661 | d = 741 | goodJ.size() = 19 | err = 0.5325264750378215
n = 661 | d = 751 | goodJ.size() = 11 | err = 0.5264750378214826
n = 661 | d = 761 | goodJ.size() = 13 | err = 0.48714069591527986
n = 661 | d = 771 | goodJ.size() = 14 | err = 0.5264750378214826
n = 661 | d = 781 | goodJ.size() = 11 | err = 0.48411497730711045
n = 661 | d = 791 | goodJ.size() = 20 | err = 0.49924357034795763
n = 661 | d = 801 | goodJ.size() = 16 | err = 0.47655068078668683
n = 661 | d = 811 | goodJ.size() = 18 | err = 0.47503782148260215
n = 661 | d = 821 | goodJ.size() = 30 | err = 0.5279878971255674
n = 661 | d = 831 | goodJ.size() = 29 | err = 0.5158850226928896
n = 661 | d = 841 | goodJ.size() = 22 | err = 0.5128593040847201
n = 661 | d = 851 | goodJ.size() = 19 | err = 0.4493192133131619
n = 661 | d = 861 | goodJ.size() = 19 | err = 0.48411497730711045
n = 661 | d = 871 | goodJ.size() = 20 | err = 0.4659606656580938
n = 661 | d = 881 | goodJ.size() = 13 | err = 0.44780635400907715
n = 661 | d = 891 | goodJ.size() = 15 | err = 0.5068078668683813
n = 661 | d = 901 | goodJ.size() = 12 | err = 0.4629349470499244
n = 661 | d = 911 | goodJ.size() = 20 | err = 0.48714069591527986
n = 661 | d = 921 | goodJ.size() = 20 | err = 0.5007564296520424
n = 661 | d = 931 | goodJ.size() = 21 | err = 0.49319213313161875
n = 661 | d = 941 | goodJ.size() = 20 | err = 0.5249621785173979
n = 661 | d = 951 | goodJ.size() = 31 | err = 0.5340393343419062
n = 661 | d = 961 | goodJ.size() = 33 | err = 0.4493192133131619
n = 661 | d = 971 | goodJ.size() = 23 | err = 0.47503782148260215
n = 661 | d = 981 | goodJ.size() = 23 | err = 0.5098335854765507
n = 661 | d = 991 | goodJ.size() = 19 | err = 0.5128593040847201
n = 671 | d = 1 | goodJ.size() = 0 | err = 0.503725782414307
n = 671 | d = 11 | goodJ.size() = 0 | err = 0.5141579731743666
n = 671 | d = 21 | goodJ.size() = 1 | err = 0.481371087928465
n = 671 | d = 31 | goodJ.size() = 0 | err = 0.518628912071535
n = 671 | d = 41 | goodJ.size() = 0 | err = 0.5081967213114754
n = 671 | d = 51 | goodJ.size() = 0 | err = 0.5156482861400894
n = 671 | d = 61 | goodJ.size() = 2 | err = 0.4903129657228018
n = 671 | d = 71 | goodJ.size() = 3 | err = 0.4918032786885246
n = 671 | d = 81 | goodJ.size() = 3 | err = 0.4947839046199702
n = 671 | d = 91 | goodJ.size() = 1 | err = 0.4918032786885246
n = 671 | d = 101 | goodJ.size() = 2 | err = 0.481371087928465
n = 671 | d = 111 | goodJ.size() = 1 | err = 0.5156482861400894
n = 671 | d = 121 | goodJ.size() = 4 | err = 0.5067064083457526
n = 671 | d = 131 | goodJ.size() = 3 | err = 0.46944858420268254
n = 671 | d = 141 | goodJ.size() = 3 | err = 0.46348733233979134
n = 671 | d = 151 | goodJ.size() = 1 | err = 0.4918032786885246
n = 671 | d = 161 | goodJ.size() = 7 | err = 0.4977645305514158
n = 671 | d = 171 | goodJ.size() = 4 | err = 0.5126676602086438
n = 671 | d = 181 | goodJ.size() = 4 | err = 0.4843517138599106
n = 671 | d = 191 | goodJ.size() = 5 | err = 0.5216095380029806
n = 671 | d = 201 | goodJ.size() = 2 | err = 0.5380029806259314
n = 671 | d = 211 | goodJ.size() = 4 | err = 0.4977645305514158
n = 671 | d = 221 | goodJ.size() = 6 | err = 0.4843517138599106
n = 671 | d = 231 | goodJ.size() = 6 | err = 0.5156482861400894
n = 671 | d = 241 | goodJ.size() = 1 | err = 0.5052160953800298
n = 671 | d = 251 | goodJ.size() = 9 | err = 0.47540983606557374
n = 671 | d = 261 | goodJ.size() = 7 | err = 0.4873323397913562
n = 671 | d = 271 | goodJ.size() = 6 | err = 0.46199701937406856
n = 671 | d = 281 | goodJ.size() = 9 | err = 0.4932935916542474
n = 671 | d = 291 | goodJ.size() = 5 | err = 0.5022354694485842
n = 671 | d = 301 | goodJ.size() = 5 | err = 0.488822652757079
n = 671 | d = 311 | goodJ.size() = 10 | err = 0.47540983606557374
n = 671 | d = 321 | goodJ.size() = 8 | err = 0.5067064083457526
n = 671 | d = 331 | goodJ.size() = 6 | err = 0.4903129657228018
n = 671 | d = 341 | goodJ.size() = 9 | err = 0.5156482861400894
n = 671 | d = 351 | goodJ.size() = 4 | err = 0.4858420268256334
n = 671 | d = 361 | goodJ.size() = 10 | err = 0.5126676602086438
n = 671 | d = 371 | goodJ.size() = 6 | err = 0.5052160953800298
n = 671 | d = 381 | goodJ.size() = 3 | err = 0.4843517138599106
n = 671 | d = 391 | goodJ.size() = 11 | err = 0.488822652757079
n = 671 | d = 401 | goodJ.size() = 2 | err = 0.4992548435171386
n = 671 | d = 411 | goodJ.size() = 10 | err = 0.4947839046199702
n = 671 | d = 421 | goodJ.size() = 13 | err = 0.4828614008941878
n = 671 | d = 431 | goodJ.size() = 8 | err = 0.5409836065573771
n = 671 | d = 441 | goodJ.size() = 6 | err = 0.4828614008941878
n = 671 | d = 451 | goodJ.size() = 5 | err = 0.47690014903129657
n = 671 | d = 461 | goodJ.size() = 12 | err = 0.496274217585693
n = 671 | d = 471 | goodJ.size() = 8 | err = 0.4903129657228018
n = 671 | d = 481 | goodJ.size() = 7 | err = 0.4977645305514158
n = 671 | d = 491 | goodJ.size() = 8 | err = 0.4947839046199702
n = 671 | d = 501 | goodJ.size() = 20 | err = 0.4858420268256334
n = 671 | d = 511 | goodJ.size() = 18 | err = 0.4843517138599106
n = 671 | d = 521 | goodJ.size() = 9 | err = 0.4918032786885246
n = 671 | d = 531 | goodJ.size() = 21 | err = 0.5067064083457526
n = 671 | d = 541 | goodJ.size() = 18 | err = 0.5007451564828614
n = 671 | d = 551 | goodJ.size() = 9 | err = 0.4873323397913562
n = 671 | d = 561 | goodJ.size() = 14 | err = 0.5409836065573771
n = 671 | d = 571 | goodJ.size() = 8 | err = 0.5171385991058122
n = 671 | d = 581 | goodJ.size() = 7 | err = 0.45305514157973176
n = 671 | d = 591 | goodJ.size() = 11 | err = 0.511177347242921
n = 671 | d = 601 | goodJ.size() = 14 | err = 0.5216095380029806
n = 671 | d = 611 | goodJ.size() = 8 | err = 0.46944858420268254
n = 671 | d = 621 | goodJ.size() = 16 | err = 0.481371087928465
